temperature_c,cpu_usage_pct,memory_usage_pct,disk_io_mb_s,network_traffic_mb_s,power_consumption_w,latency_ms,error_rate_pct,failure
43.42,35.7,32.98,105.27,155.04,159.33,23.75,2.059,0
62.56,60.08,56.28,137.96,505.62,225.88,43.67,3.419,1
49.43,38.76,48.47,104.09,179.09,147.75,15.49,0.987,0
48.38,48.62,60.0,123.76,333.23,183.27,21.4,2.243,0
42.08,28.36,59.78,82.49,211.57,151.98,29.3,1.795,0
42.73,45.97,32.98,66.31,158.27,155.5,22.35,1.721,0
47.58,53.35,43.0,98.79,333.67,180.67,27.19,1.447,0
50.46,35.72,52.19,78.62,222.62,151.94,21.59,0.938,0
77.6,90.41,68.03,222.54,630.82,246.99,43.26,4.315,1
48.08,40.0,55.03,67.29,149.11,163.01,27.38,1.869,0
43.09,42.61,34.49,95.14,192.19,161.07,26.27,1.558,0
53.25,46.58,46.39,90.05,198.12,176.44,13.96,1.61,0
86.51,89.99,78.25,221.07,521.4,276.4,51.25,5.092,1
46.64,48.19,54.95,105.89,208.21,173.13,29.68,2.264,0
53.33,50.16,47.13,69.97,310.39,177.49,28.74,1.572,0
53.98,45.57,51.04,114.43,215.26,177.17,29.49,1.595,0
54.27,53.73,56.73,81.38,158.92,178.3,26.2,1.734,0
52.92,41.91,47.63,121.7,213.08,169.95,23.46,1.668,0
46.04,34.76,31.59,104.69,193.74,146.86,21.3,1.44,0
55.37,48.33,47.28,124.55,406.85,196.61,19.23,1.481,0
55.1,54.92,65.72,117.48,318.83,178.91,28.46,2.535,0
50.0,54.13,52.6,136.68,273.94,179.87,28.49,1.517,0
54.9,57.94,51.26,123.27,227.15,192.39,18.11,2.212,0
51.42,31.51,49.87,48.16,258.22,165.7,18.97,1.318,0
55.86,50.28,52.3,109.11,226.43,167.59,18.49,1.972,0
65.26,67.3,53.16,139.36,386.42,187.06,27.93,1.392,0
57.93,54.9,59.9,135.18,274.38,173.94,23.63,1.882,0
52.73,41.21,54.71,64.33,163.15,166.84,17.42,2.031,0
55.8,53.22,49.9,156.36,411.36,171.31,20.19,1.364,0
44.32,35.23,38.33,67.88,215.36,157.56,13.6,0.853,0
59.69,37.59,61.6,110.23,402.91,205.16,46.28,3.033,1
74.95,66.85,69.93,223.48,560.12,237.88,50.36,3.946,1
45.73,39.33,47.06,85.52,235.59,161.72,24.14,1.538,0
42.68,41.5,61.61,95.03,222.94,166.78,25.01,1.615,0
73.37,71.02,80.69,189.72,673.98,225.66,52.5,5.439,1
74.95,93.85,56.4,171.48,539.87,266.56,58.09,3.655,1
56.39,49.54,61.24,131.0,334.26,179.29,41.22,2.0,0
51.11,50.14,62.2,169.47,330.01,156.04,14.25,1.57,0
55.29,51.69,48.14,124.52,257.52,187.69,28.43,1.614,0
45.73,35.84,50.76,140.59,279.37,150.94,19.71,1.552,0
66.8,50.78,65.22,162.45,439.16,212.95,37.26,2.876,1
51.14,37.99,50.51,108.93,134.99,168.41,19.59,1.993,0
53.17,52.1,62.64,134.23,352.42,178.14,27.25,0.799,0
47.16,37.67,41.3,61.2,174.23,160.11,15.43,0.958,0
73.0,66.54,79.21,149.86,521.6,207.64,57.04,4.935,1
55.89,61.2,42.0,121.22,316.2,183.55,22.31,1.816,0
46.0,32.47,53.25,78.16,87.17,154.14,11.94,1.732,0
79.63,80.84,80.59,175.66,492.54,258.44,67.88,3.935,1
49.25,26.05,42.49,58.49,225.31,138.43,22.96,1.214,0
44.08,31.53,52.22,117.56,244.48,165.96,20.81,1.902,0
56.71,58.31,68.14,122.26,479.35,183.35,38.94,2.179,0
54.48,62.7,67.87,137.62,292.45,193.14,25.48,2.227,0
47.33,28.17,39.39,68.56,148.79,141.43,18.7,1.56,0
55.28,59.04,45.07,130.74,326.85,171.51,27.95,1.506,0
59.99,80.31,59.08,129.5,385.28,204.91,26.84,1.887,0
79.69,76.28,71.04,173.4,502.31,219.38,51.92,4.62,1
76.04,72.27,85.72,207.95,496.88,243.21,51.77,4.395,1
48.65,63.1,52.96,157.82,309.62,185.73,31.52,2.022,0
48.81,45.27,45.33,110.96,248.94,166.92,22.92,1.337,0
50.18,42.28,46.49,62.66,151.68,150.5,8.26,1.706,0
49.54,51.77,56.82,110.24,291.03,176.55,21.63,1.246,0
50.43,45.35,42.71,74.21,220.48,160.18,10.37,0.667,0
52.35,60.57,48.24,98.34,242.72,185.7,21.46,1.271,0
50.39,38.85,52.51,115.4,164.93,153.71,21.77,1.561,0
74.51,58.17,77.2,121.46,484.25,240.35,38.17,4.564,1
48.47,39.17,39.46,39.06,191.15,168.5,20.95,1.377,0
80.19,75.61,64.52,212.98,453.89,245.31,53.25,5.881,1
51.09,58.23,73.93,144.93,378.18,196.77,29.73,1.86,0
50.79,57.08,54.4,174.44,326.5,193.44,33.97,2.324,0
76.35,78.53,82.04,189.8,519.35,229.14,56.77,4.745,1
73.37,86.13,100.0,258.84,470.82,232.45,45.56,4.701,1
46.33,43.19,43.13,101.0,151.54,154.11,30.02,1.889,0
71.27,59.8,46.65,242.89,602.95,229.18,44.51,3.993,1
42.04,26.41,53.82,90.65,221.84,134.54,18.16,1.332,0
73.18,65.73,56.94,120.47,389.85,243.34,41.38,4.018,1
76.12,71.52,73.85,160.62,358.06,229.28,36.05,3.729,1
76.64,78.14,61.68,226.17,517.22,241.69,55.18,4.387,1
57.74,54.82,54.72,120.65,294.45,182.05,23.23,2.331,0
64.57,55.74,67.97,138.18,393.57,193.04,37.99,3.668,1
52.61,45.47,58.19,158.1,301.05,157.22,25.68,1.759,0
53.32,54.95,56.0,89.59,183.57,185.98,15.59,1.606,0
47.71,35.64,52.09,80.96,131.31,160.6,14.96,1.645,0
46.81,44.24,46.55,95.39,212.65,168.02,27.01,1.838,0
48.83,36.83,52.3,85.61,272.26,173.51,17.24,1.83,0
36.7,21.79,53.69,55.75,100.73,132.38,20.65,0.861,0
52.51,55.08,55.67,155.91,267.62,180.5,27.83,1.693,0
60.67,70.84,81.06,169.33,264.14,166.25,29.78,2.75,0
46.52,38.09,52.83,68.28,231.5,171.24,19.11,0.995,0
71.97,75.32,71.16,213.65,439.27,239.32,50.76,4.485,1
58.84,51.58,55.45,156.79,384.9,180.06,30.37,2.096,0
49.81,50.12,55.44,110.19,383.34,155.75,25.92,1.565,0
59.24,52.59,53.51,81.1,235.86,183.64,21.31,1.341,0
80.08,86.3,66.14,194.26,418.39,237.58,43.11,5.155,1
56.75,49.23,46.23,103.21,210.02,171.16,27.73,1.951,0
56.78,60.61,60.41,151.04,394.01,193.51,24.41,1.408,0
45.21,30.79,50.43,79.15,236.36,158.39,27.66,2.316,0
48.06,38.53,37.99,43.85,198.75,149.5,19.24,1.614,0
51.86,42.85,50.63,116.63,290.79,162.45,14.52,1.242,0
37.2,23.69,29.66,55.65,181.04,140.99,26.69,0.928,0
50.76,32.65,62.2,91.11,187.6,148.53,10.0,1.507,0
73.1,74.99,78.02,236.55,536.04,208.39,56.81,4.399,1
59.83,63.47,69.3,147.61,433.69,188.67,27.31,1.934,0
54.84,50.4,59.95,87.44,285.54,181.5,32.08,2.203,0
61.33,68.21,71.11,162.03,423.71,200.58,33.56,2.994,0
55.88,62.48,57.2,130.72,331.66,202.67,23.26,1.919,0
72.79,68.02,75.59,186.22,539.11,203.57,55.63,4.014,1
62.85,60.4,69.88,144.36,317.11,175.66,19.74,1.951,0
85.61,87.45,66.81,223.29,549.09,244.64,53.28,3.801,1
54.48,68.64,73.13,145.94,317.63,201.88,19.18,2.668,0
54.01,45.43,61.59,107.12,221.04,186.23,20.74,1.787,0
49.35,44.09,59.51,113.55,228.97,175.87,25.58,1.802,0
50.34,54.45,55.03,116.06,256.12,146.79,24.42,2.252,0
41.56,27.07,28.23,72.2,97.61,142.23,18.69,1.269,0
54.15,42.56,49.19,62.86,261.22,174.64,33.27,1.17,0
70.63,76.47,75.85,195.97,501.03,232.37,50.08,4.408,1
66.87,52.76,77.4,159.17,349.88,219.12,47.34,3.199,1
44.87,31.36,46.09,53.22,190.34,148.72,22.41,1.903,0
63.39,73.34,84.86,150.9,422.42,210.64,30.71,2.366,0
54.17,49.14,50.79,107.06,236.17,183.78,27.53,0.882,0
50.13,38.96,59.21,87.6,301.91,164.27,22.13,1.557,0
45.57,46.62,31.81,75.86,121.3,154.34,21.51,1.336,0
59.62,67.07,73.33,152.43,416.13,187.58,23.64,2.069,0
54.01,39.58,47.09,100.84,175.11,154.87,24.23,1.912,0
58.08,52.25,60.72,110.54,315.14,160.16,25.68,1.545,0
52.52,37.58,43.76,57.05,170.12,157.62,23.12,1.114,0
60.35,63.88,62.78,188.98,421.22,184.21,24.22,2.247,0
63.76,59.06,66.79,170.93,416.86,207.46,49.07,3.542,1
56.61,68.55,64.54,134.17,336.86,196.85,26.28,0.977,0
54.96,46.57,52.93,133.38,336.71,170.17,25.3,2.118,0
50.13,48.6,55.3,79.62,294.98,191.95,17.84,0.911,0
51.87,50.05,50.43,66.5,136.94,167.05,23.73,1.7,0
55.14,67.9,79.26,149.03,419.84,198.42,31.93,2.429,0
75.52,73.34,76.7,154.58,517.25,232.92,58.51,4.042,1
43.54,18.04,38.24,76.3,149.39,141.06,15.69,0.69,0
51.98,34.44,44.46,90.06,204.76,147.3,14.15,1.581,0
67.08,76.1,73.38,156.96,405.66,194.55,31.7,2.177,0
77.58,77.54,80.47,207.06,658.58,235.25,59.06,4.318,1
73.75,60.81,65.15,192.28,597.2,213.48,47.89,4.483,1
53.44,47.34,52.76,84.48,261.41,161.07,19.58,1.991,0
59.02,62.84,61.92,149.69,319.6,196.29,20.57,1.261,0
70.09,62.36,69.6,183.75,478.15,239.9,60.29,3.348,1
55.2,49.56,59.47,132.2,275.56,179.83,32.75,1.952,0
53.92,45.16,62.78,95.97,293.3,162.32,28.15,1.252,0
84.73,68.61,94.15,156.35,549.35,233.64,59.07,3.76,1
42.91,26.86,41.78,34.43,225.98,144.73,19.35,1.706,0
50.9,42.13,38.74,110.52,209.8,157.95,23.82,1.315,0
42.9,27.47,33.82,65.77,26.22,148.41,10.96,1.197,0
83.63,80.71,69.51,183.73,558.61,242.58,50.94,4.475,1
80.75,87.27,68.07,230.01,672.5,236.04,50.49,3.823,1
42.34,39.09,46.77,121.29,262.55,158.31,24.79,1.972,0
64.67,58.68,56.91,142.9,380.5,206.92,55.85,3.714,1
59.69,73.59,64.45,188.56,357.84,212.28,30.18,1.883,0
51.39,50.65,75.29,158.46,267.19,186.34,28.85,2.617,0
47.47,39.21,46.14,80.82,144.23,140.08,14.58,1.85,0
52.79,41.9,45.29,90.13,254.63,170.47,28.74,1.532,0
83.45,94.09,83.7,204.17,615.91,264.63,50.97,3.786,1
87.23,85.83,87.19,244.57,659.7,258.02,62.9,4.465,1
46.24,38.23,46.34,68.42,231.61,143.31,23.76,1.634,0
50.06,55.95,64.33,173.31,359.91,161.3,29.76,2.7,0
64.58,73.92,76.76,136.1,425.21,206.69,20.39,2.52,0
81.46,64.1,59.04,133.16,408.7,219.47,43.55,4.56,1
42.21,31.52,42.0,68.13,187.01,140.18,21.04,0.881,0
66.18,59.25,59.34,173.94,510.52,204.24,47.63,4.739,1
48.49,55.33,52.24,101.46,269.4,174.83,25.09,1.488,0
73.11,73.37,91.06,183.68,400.03,240.65,43.4,4.7,1
48.89,52.65,44.22,97.98,260.77,188.54,22.89,1.851,0
39.98,28.27,41.44,75.64,118.27,140.77,28.56,1.264,0
55.37,43.64,45.81,106.27,277.07,161.6,16.01,0.892,0
42.48,22.82,43.93,52.25,156.89,159.89,19.09,1.605,0
51.75,68.39,51.5,75.17,342.77,209.92,31.22,2.078,0
48.94,47.74,60.51,88.18,274.47,196.5,26.67,1.852,0
81.02,93.15,76.52,201.16,628.69,234.58,48.22,4.494,1
51.32,48.79,45.55,131.98,212.81,165.18,19.26,0.892,0
50.97,53.49,33.97,76.41,216.49,172.46,16.42,2.389,0
47.54,31.51,57.58,163.77,287.76,151.42,21.63,1.252,0
67.37,65.29,72.39,227.73,504.42,209.54,54.93,3.813,1
65.82,59.88,50.14,154.37,412.7,206.06,45.36,3.292,1
76.2,77.3,76.39,186.17,544.89,223.03,46.09,4.955,1
51.34,47.32,42.38,108.32,246.96,175.75,19.27,1.666,0
44.28,31.49,49.78,66.45,262.33,143.62,16.09,1.414,0
44.94,31.0,31.07,57.86,144.41,142.39,14.25,0.918,0
48.24,39.71,39.28,90.17,174.65,173.7,27.45,1.496,0
51.92,51.35,55.0,132.09,319.27,161.74,20.52,1.399,0
77.98,67.89,74.19,188.39,437.83,224.19,42.1,3.691,1
44.91,36.99,33.42,77.5,123.84,162.53,15.18,1.188,0
48.58,52.33,55.33,131.04,307.29,169.91,21.11,1.46,0
42.25,36.91,34.03,97.24,132.09,136.51,16.54,1.042,0
48.26,45.68,39.34,59.09,166.86,172.12,19.52,1.517,0
64.73,66.8,68.17,176.39,443.54,223.79,51.41,4.286,1
58.12,65.16,60.71,128.34,358.1,184.53,34.72,2.299,0
58.9,43.89,51.96,144.86,325.46,169.56,29.06,1.777,0
47.84,49.77,65.84,144.82,348.61,174.39,29.06,1.931,0
49.59,52.83,43.98,107.21,213.48,177.03,17.44,1.175,0
53.57,60.63,54.9,111.24,322.24,189.67,14.43,2.29,0
88.79,78.21,73.46,233.82,655.08,259.45,41.97,4.804,1
72.12,60.26,78.71,182.13,530.41,237.79,58.15,3.723,1
53.68,49.78,41.25,111.46,249.66,152.29,28.71,2.055,0
56.11,50.55,62.65,157.93,398.04,176.29,20.78,1.201,0
47.66,42.46,35.93,120.43,278.05,168.59,18.31,1.494,0
59.97,58.34,66.15,151.98,318.66,223.14,51.71,3.359,1
45.79,20.63,26.76,71.49,39.98,141.6,15.61,0.826,0
56.96,66.9,77.21,157.07,335.46,202.47,30.28,2.615,0
64.21,71.16,83.73,174.15,516.72,198.1,55.06,3.692,1
47.08,32.81,44.55,69.29,224.52,158.32,21.61,1.178,0
51.48,48.93,60.13,167.44,279.92,187.95,30.49,2.333,0
53.92,49.37,50.62,159.53,208.96,173.9,32.39,1.165,0
44.94,37.76,34.26,96.21,209.33,144.88,13.77,1.108,0
72.26,72.02,70.61,202.22,435.92,231.35,52.6,4.343,1
88.92,92.72,87.95,220.61,567.01,271.39,51.8,4.108,1
45.57,35.87,48.87,74.62,283.03,156.54,17.34,1.99,0
61.9,74.72,57.71,143.04,362.21,213.84,28.42,2.439,0
42.2,34.8,33.97,75.42,138.13,153.89,15.44,1.676,0
71.41,63.79,78.43,197.86,517.44,221.43,60.87,4.075,1
57.12,55.89,63.94,127.15,282.42,190.42,31.99,1.746,0
56.0,66.88,53.05,112.38,343.65,189.37,19.75,1.28,0
58.47,56.47,66.95,133.18,431.63,176.7,22.35,2.112,0
44.73,45.55,43.74,82.9,190.82,178.35,21.88,1.464,0
52.3,54.15,48.36,85.81,248.67,179.9,16.42,1.862,0
45.31,40.22,52.0,104.11,179.0,156.93,25.26,1.439,0
78.39,46.96,46.53,111.89,340.02,187.77,38.78,3.671,1
68.12,72.06,56.72,174.08,358.81,231.7,57.18,3.947,1
38.88,15.76,22.51,107.69,189.35,134.32,17.37,1.076,0
56.76,55.21,62.41,127.53,287.09,190.24,23.49,1.688,0
69.19,52.85,64.23,131.38,327.0,196.05,23.33,2.617,1
56.49,56.37,65.71,112.61,380.62,179.37,15.36,1.246,0
44.03,34.03,47.26,90.7,147.05,165.44,14.93,1.607,0
43.26,25.65,55.66,68.7,92.36,139.46,14.82,1.347,0
68.79,60.34,52.74,145.38,423.99,199.67,36.42,2.706,1
62.54,69.08,72.03,169.9,366.12,191.66,33.11,2.093,0
51.49,65.15,64.71,124.11,356.8,179.25,26.53,2.333,0
47.83,22.26,39.17,51.16,263.08,127.71,10.8,0.973,0
67.39,55.79,83.82,161.78,341.79,219.21,39.96,4.249,1
63.35,54.62,52.87,176.3,397.58,203.44,39.14,3.978,1
48.72,44.56,52.13,94.19,268.61,161.04,28.19,1.731,0
57.67,44.55,55.62,86.75,252.15,177.19,20.54,1.006,0
48.86,36.33,47.11,78.03,264.49,147.99,26.08,0.762,0
77.95,74.57,67.58,220.73,596.19,229.54,44.32,3.562,1
45.24,36.88,55.69,92.14,256.89,155.97,20.41,1.51,0
43.27,29.23,44.99,62.36,177.89,145.79,19.48,1.461,0
73.55,75.6,80.69,196.44,565.03,218.29,62.15,4.432,1
56.94,63.53,68.4,162.1,496.05,193.36,32.03,2.437,0
48.39,43.5,39.82,66.49,184.86,155.7,15.22,1.48,0
56.71,55.24,59.58,139.97,410.39,199.65,27.39,3.115,0
52.54,48.07,65.73,141.58,386.29,172.79,20.44,1.674,0
75.02,81.06,74.87,192.03,535.8,244.44,55.39,4.622,1
45.19,31.39,60.52,107.56,260.32,148.19,14.92,1.619,0
55.94,46.94,53.0,99.6,179.64,152.7,26.44,1.903,0
44.84,49.94,35.18,71.38,177.72,146.02,21.49,1.951,0
54.7,54.23,64.51,127.06,314.22,180.22,31.83,1.635,0
38.67,24.32,31.91,73.08,121.28,141.41,13.38,1.469,0
52.56,42.65,46.68,104.28,290.55,161.33,29.33,1.931,0
80.07,83.8,93.17,204.66,585.28,238.71,63.15,4.462,1
76.09,72.45,75.8,224.05,505.76,213.12,49.2,3.92,1
59.11,71.23,67.15,148.8,393.7,196.68,25.63,1.882,0
49.51,33.09,37.66,64.78,216.26,170.57,22.84,2.002,0
58.99,54.31,60.72,107.07,290.7,205.34,24.43,1.449,0
54.88,54.36,47.69,154.46,419.14,178.31,19.35,1.345,0
46.67,31.9,47.29,101.86,281.27,141.6,10.07,1.884,0
53.57,44.48,45.63,108.79,313.38,170.84,24.54,1.425,0
56.91,80.03,73.74,182.63,438.32,210.18,31.02,3.061,0
77.61,85.83,89.91,209.12,489.16,251.7,58.07,4.154,1
51.29,42.82,48.01,106.34,277.23,163.43,16.53,1.72,0
51.62,54.18,59.74,115.41,268.43,185.04,24.36,3.018,0
46.58,35.56,41.4,49.02,222.78,166.24,23.11,1.781,0
79.77,84.07,85.89,184.68,599.04,248.06,52.18,5.108,1
55.6,59.34,59.15,129.58,267.46,175.95,28.34,1.848,0
47.6,45.21,44.07,100.48,231.53,166.19,22.6,1.579,0
59.99,60.0,56.46,182.9,364.39,197.24,22.74,2.108,0
56.23,44.66,34.79,82.52,272.22,154.87,16.9,2.193,0
41.05,44.27,45.15,145.34,132.76,178.47,22.53,1.923,0
52.44,63.77,62.45,137.97,419.03,173.88,25.79,1.706,0
55.56,50.79,55.73,163.59,183.23,175.66,21.08,2.053,0
51.47,34.74,41.28,40.07,151.24,158.7,20.88,1.506,0
57.15,52.97,38.01,85.31,191.43,186.19,20.2,0.95,0
39.01,36.11,38.58,65.95,144.02,167.48,26.42,1.463,0
49.5,50.22,44.63,129.66,289.91,167.88,23.84,1.047,0
51.53,44.35,61.31,105.89,232.55,154.61,10.43,2.015,0
61.58,81.83,69.83,166.13,429.59,203.12,26.63,2.195,0
60.53,57.71,64.52,141.58,452.42,200.29,34.09,1.526,0
59.49,62.08,57.91,175.77,297.52,169.74,15.43,2.241,0
72.99,80.98,82.99,243.03,607.4,259.26,61.63,4.582,1
83.06,86.0,89.71,210.34,553.33,226.75,53.35,5.64,1
66.49,60.83,56.25,156.57,315.31,223.4,53.48,4.319,1
80.88,82.23,78.84,212.92,584.52,243.64,66.11,3.999,1
69.3,50.51,64.34,198.58,439.49,185.35,49.88,4.546,1
55.91,44.42,65.98,155.29,393.7,162.65,29.73,1.733,0
47.84,43.27,39.61,108.12,213.02,170.62,19.4,1.128,0
46.02,35.47,39.59,108.72,166.59,156.68,13.49,1.272,0
79.46,67.32,77.75,202.58,584.32,216.11,53.22,4.708,1
73.86,67.78,67.18,204.08,512.08,232.56,40.9,3.57,1
71.86,56.57,61.83,231.47,586.32,213.28,44.6,3.091,1
52.58,49.95,47.87,157.03,328.27,161.43,28.54,1.999,0
71.28,70.73,64.2,183.01,540.46,202.89,50.06,3.636,1
45.77,36.67,40.67,156.53,273.76,154.33,24.39,1.823,0
41.65,29.41,35.78,79.36,223.05,159.61,22.92,1.164,0
47.89,35.29,38.0,69.77,289.08,159.62,16.96,1.582,0
76.33,74.18,78.16,246.47,692.97,232.47,54.82,3.2,1
59.57,53.72,56.11,106.0,299.91,172.82,27.73,1.347,0
46.84,32.07,39.13,94.11,122.91,144.64,18.44,1.526,0
72.12,70.23,72.83,221.19,554.41,233.38,49.06,4.055,1
44.58,28.26,43.35,98.6,152.66,157.27,19.96,0.681,0
44.3,29.07,33.48,107.63,178.61,141.25,22.46,0.929,0
53.79,32.52,43.78,79.01,233.79,179.07,29.79,1.328,0
55.14,49.33,61.11,119.55,366.32,170.19,30.83,1.971,0
44.43,25.79,33.8,99.71,227.7,141.8,17.32,0.853,0
55.36,58.43,77.16,156.3,322.78,174.15,24.19,2.227,0
49.83,37.26,37.62,85.58,194.58,144.72,15.31,1.444,0
51.97,45.99,47.36,89.28,249.34,172.94,21.35,0.752,0
54.2,59.7,53.7,138.99,300.79,178.01,21.42,2.432,0
55.63,64.4,68.47,183.71,377.62,184.86,21.12,1.845,0
42.31,21.04,26.41,47.97,188.88,125.2,12.45,0.987,0
48.01,46.28,46.17,140.39,245.06,171.59,21.33,2.206,0
52.02,46.53,51.46,120.1,305.4,163.07,12.59,1.248,0
73.22,71.38,64.99,200.25,474.35,226.0,49.05,2.379,1
71.01,70.43,82.13,203.32,646.57,223.55,56.02,4.107,1
54.57,47.88,52.39,152.83,294.91,173.66,22.33,1.769,0
52.13,58.09,30.07,119.68,328.36,189.79,16.4,0.928,0
63.94,68.05,59.14,138.26,349.23,197.18,36.69,2.085,0
49.22,34.99,35.55,66.61,241.75,147.23,17.39,1.408,0
53.68,51.07,53.84,95.95,345.57,176.82,18.13,1.732,0
45.33,27.42,51.73,90.99,159.72,141.67,16.71,1.286,0
46.29,30.17,42.87,67.94,150.49,164.97,20.39,1.987,0
56.05,54.04,53.54,150.18,376.38,173.18,27.55,1.395,0
47.64,30.22,28.66,99.0,211.29,153.36,12.52,0.584,0
65.75,66.52,55.79,174.39,473.21,220.44,46.15,3.746,1
51.2,55.0,56.19,145.68,283.37,181.66,20.18,1.23,0
57.67,59.02,57.19,90.13,330.61,166.42,25.92,1.668,0
72.28,53.11,37.24,132.9,414.39,226.05,40.93,2.118,1
64.19,66.44,63.06,152.67,382.63,197.08,32.3,2.0,0
64.1,69.32,76.79,209.53,520.52,219.36,40.01,3.288,1
71.02,66.75,66.13,144.55,446.39,193.03,45.36,3.754,1
54.04,55.27,55.77,127.78,335.04,192.82,29.34,1.744,0
54.92,51.62,59.19,143.3,232.44,179.39,25.51,2.119,0
44.68,35.6,44.09,93.52,237.01,146.03,21.27,0.903,0
47.83,30.18,45.29,73.56,213.06,156.04,25.38,2.223,0
58.47,37.83,63.8,92.9,289.2,158.52,29.44,1.533,0
67.96,46.66,50.42,107.44,409.19,203.13,50.88,2.932,1
84.98,90.82,87.64,216.12,643.34,261.7,50.2,4.508,1
51.64,37.55,56.21,80.6,193.95,142.99,19.84,1.619,0
69.95,67.44,58.95,165.3,518.91,209.51,61.48,5.065,1
51.46,66.2,63.72,160.77,372.93,181.78,36.05,2.278,0
53.48,46.42,49.49,148.54,284.57,171.05,20.68,2.047,0
48.37,44.72,53.25,123.08,356.48,167.69,20.68,1.616,0
40.37,36.03,37.53,105.12,238.95,181.71,19.94,0.68,0
46.3,27.11,47.89,115.96,186.64,148.8,9.35,1.135,0
71.72,69.11,70.49,220.28,514.4,229.01,42.06,3.68,1
55.98,54.1,54.02,117.91,314.03,192.19,20.91,1.382,0
78.41,87.77,92.66,243.74,505.58,239.09,60.55,4.491,1
43.04,23.21,36.48,95.01,128.03,134.99,14.07,1.407,0
42.97,29.4,41.65,79.56,262.69,155.98,20.54,0.833,0
69.15,48.54,79.76,188.14,423.4,211.18,47.72,4.071,1
49.86,43.14,34.85,76.76,183.46,172.66,18.2,1.161,0
51.0,46.74,61.3,130.78,247.47,180.4,23.47,2.2,0
48.62,46.16,41.59,139.82,230.52,159.92,12.08,1.685,0
46.77,44.99,52.67,129.03,234.35,149.54,14.03,1.942,0
54.98,31.35,39.76,60.02,160.59,171.97,17.5,1.532,0
42.89,36.59,43.53,28.47,97.76,149.25,21.83,1.683,0
79.34,79.31,47.02,185.7,473.82,246.27,43.12,3.895,1
53.55,52.96,54.32,130.15,365.64,147.82,14.36,2.048,0
56.45,56.94,59.97,184.68,329.63,172.3,26.13,1.949,0
52.22,45.85,47.83,153.61,250.9,168.71,19.53,1.208,0
51.6,44.58,39.66,109.23,287.35,195.61,16.13,1.415,0
47.09,44.02,48.74,98.65,123.65,154.62,18.9,1.732,0
68.69,59.38,77.53,218.55,547.42,222.06,48.46,4.214,1
42.67,40.29,46.29,88.44,224.88,175.38,19.69,2.141,0
72.42,67.72,63.47,140.11,377.19,233.59,46.68,4.343,1
45.24,35.16,33.78,76.42,90.53,134.66,15.01,1.088,0
41.57,33.65,32.09,97.7,237.44,130.43,20.79,1.806,0
49.81,53.56,69.41,128.37,306.87,178.06,27.59,1.874,0
70.32,71.67,59.93,160.52,491.83,222.68,51.47,3.903,1
55.08,61.02,61.87,101.12,292.04,198.35,17.93,1.417,0
54.43,48.49,55.79,103.39,286.1,170.2,6.62,0.72,0
78.84,74.26,91.94,197.51,574.8,228.58,55.54,4.767,1
40.67,32.86,27.57,48.58,0.0,159.75,8.34,0.834,0
71.1,56.61,44.19,179.06,621.48,194.16,48.24,3.768,1
47.19,48.06,54.49,125.55,349.89,173.51,25.73,2.207,0
53.55,55.35,52.29,114.87,303.88,176.95,24.77,1.883,0
53.83,51.1,49.83,140.37,205.66,186.3,30.46,2.281,0
48.7,31.14,43.08,89.82,289.63,144.26,18.86,0.911,0
40.64,21.69,42.44,91.46,166.92,125.3,18.25,0.772,0
55.42,53.11,49.05,75.85,266.31,177.04,24.48,1.743,0
79.75,67.06,81.88,168.86,580.35,244.61,39.55,3.718,1
48.03,58.78,83.66,152.03,383.07,194.78,31.7,2.37,0
47.64,33.97,49.63,104.39,321.95,157.12,13.81,1.816,0
52.76,39.96,29.67,64.21,216.32,152.31,22.88,1.361,0
47.96,44.85,67.66,120.06,309.7,161.4,26.23,1.758,0
69.55,61.97,60.87,153.13,408.16,213.42,49.85,4.385,1
49.46,47.2,34.81,132.49,309.09,177.25,27.76,1.316,0
40.42,35.43,48.01,162.29,234.66,158.14,28.24,0.806,0
56.98,56.89,46.19,102.01,269.7,203.82,22.76,1.766,0
53.29,37.93,53.71,126.87,275.4,162.9,23.17,2.289,0
51.7,54.99,55.76,108.83,282.41,167.52,29.61,1.537,0
51.58,39.98,45.69,108.96,189.54,154.98,27.71,1.685,0
58.59,56.17,55.46,119.0,303.3,175.08,35.57,1.554,0
48.04,37.35,48.9,115.86,242.25,148.98,24.5,1.898,0
61.44,71.52,63.52,140.41,298.87,194.07,22.45,2.711,0
58.57,70.78,53.9,98.86,297.65,202.16,26.76,2.058,0
47.07,30.82,48.6,69.57,155.23,147.44,20.46,1.648,0
62.67,63.05,67.68,177.3,476.18,198.71,30.89,2.493,0
69.2,49.94,54.51,203.36,512.74,205.89,50.12,2.874,1
69.28,71.33,63.21,159.41,247.15,234.77,44.28,3.759,1
42.28,26.49,30.45,53.42,136.32,113.97,18.54,1.665,0
57.55,71.0,84.31,179.96,372.89,194.0,25.8,2.164,0
54.8,41.44,66.16,158.51,307.49,161.69,25.27,1.796,0
52.1,54.09,63.33,157.24,299.45,159.74,18.93,2.244,0
74.94,87.43,67.17,195.93,609.9,243.07,68.09,4.631,1
82.54,85.33,67.04,188.8,499.77,239.11,54.06,3.572,1
71.69,56.99,63.58,176.51,503.99,201.73,57.79,4.697,1
45.82,30.31,40.18,77.84,129.54,143.4,21.01,2.356,0
